name,known_for_department,popularity
Nick Robinson,Acting,1.9648
Bruce Campbell,Acting,1.9645
Brian Dennehy,Acting,1.9645
Chiwetel Ejiofor,Acting,1.9644
Lee Kwang-soo,Acting,1.9643
Suraj Sharma,Acting,1.9639
Henry Thomas,Acting,1.9629
Colleen Camp,Acting,1.9627
Azumi Waki,Acting,1.9626
Taye Diggs,Acting,1.9624
Louis Fan Siu-Wong,Acting,1.727
Teyana Taylor,Acting,2.0249
Jason Sudeikis,Acting,2.029
Vincent Price,Acting,2.029
Christian Serratos,Acting,2.1024
Sean Young,Acting,2.0286
Aya Suzaki,Acting,1.7099
Sarah Snook,Acting,1.9747
Ge Li,Sound,2.0276
Giorgio A. Tsoukalos,Acting,1.7747
Cho Bo-ah,Acting,1.6773
Jake Busey,Acting,2.0276
Robert Mitchum,Acting,2.0271
Tyler Hoechlin,Acting,1.8463
Luke Bracey,Acting,1.6036
Hairi Katagiri,Acting,1.8378
Eric Kripke,Writing,2.0254
Jeffrey Donovan,Acting,2.025
Camille Guaty,Acting,1.8169
Eddy Ko Hung,Acting,1.9485
Madonna,Acting,1.7707
John Candy,Acting,1.8825
Jake Lacy,Acting,2.1879
Dan Aykroyd,Acting,1.7919
Ichiro Nagai,Acting,2.0134
Masataka Kubota,Acting,2.0862
Emi Shinohara,Acting,1.8232
Darren Barnet,Acting,2.1292
Bodhi Rae Breathnach,Acting,2.0421
Renate Reinsve,Acting,1.8734
Chae Won-been,Acting,1.8678
Louis Partridge,Acting,1.8495
Alex Garland,Writing,1.8958
Snoop Dogg,Acting,1.8715
Kento Shiraishi,Acting,1.8677
Hirosue Ryoko,Acting,2.0108
Kenichi Shimizu,Visual Effects,1.9949
Kim Gun-woo,Acting,1.7954
Richard Kind,Acting,1.7444
Hong Min-gi,Acting,2.0393
David McCallum,Acting,1.9545
Demi Lovato,Acting,1.9544
Michael Biehn,Acting,1.9543
Tom Pelphrey,Acting,1.9541
Lindy Booth,Acting,1.9538
Eri Ishida,Acting,1.9537
Gary Sinise,Acting,1.9533
Kang Ha-neul,Acting,1.9532
Barbara Rush,Acting,1.9532
Mina Akdin,Acting,1.9528
Brandin Rackley,Acting,1.9525
Mike White,Writing,1.9516
Kari Matchett,Acting,1.9516
Darren Aronofsky,Directing,1.9515
Nobuyuki Hiyama,Acting,1.9512
Emma Laird,Acting,1.951
Eddie Redmayne,Acting,1.9505
Vince Gilligan,Writing,1.9504
Alyson Hannigan,Acting,1.9504
John Hughes,Writing,1.9503
Amy Ryan,Acting,2.1842
Ray Wise,Acting,2.0639
Tsui Hark,Directing,2.3251
Yoo Hai-jin,Acting,1.8268
Yuko Miyamura,Acting,1.8691
Nelson Dewey,Art,2.0729
Brandin Rackley,Acting,1.9525
Kate Walsh,Acting,1.8594
Nozomu Sasaki,Acting,1.873
David Webb,Editing,1.9685
Wamiqa Gabbi,Acting,1.9027
Chang Chen,Acting,1.9061
Gong Hyo-jin,Acting,1.785
Josh Lucas,Acting,2.2338
Josh Gad,Acting,2.1685
Raegan Revord,Acting,2.2835
Ci Sha,Acting,2.1441
Pedro Armendáriz Jr.,Acting,1.8784
Anna-Maria Sieklucka,Acting,1.8978
Candace Cameron Bure,Acting,1.7119
Candace Cameron Bure,Acting,1.7119
Robyn Lively,Acting,2.1187
Jason Mantzoukas,Acting,1.99
Oded Fehr,Acting,1.9125
Sydney Chandler,Acting,1.318
Dori Sakurada,Acting,2.3504
Park Myung-hoon,Acting,1.7704
Monique Gabriela Curnen,Acting,1.6613
Rihanna,Acting,2.1456
Currie Graham,Acting,2.1063
Issey Takahashi,Acting,2.0529
A Martinez,Acting,2.0075
Elma Buenros,Acting,1.8169
Michael Landon,Acting,1.8052
Jun Kunimura,Acting,1.9963
Craig Robinson,Acting,1.7151
Yang Chi-Ching,Acting,1.8168
Henry Fonda,Acting,1.8739
Eric Stoltz,Acting,2.1378
Akshaye Khanna,Acting,1.8897
Olivia Hussey,Acting,1.7013
Wallace Shawn,Acting,2.1795
Gwei Lun-mei,Acting,2.3028
Yumi Touma,Acting,2.0232
Venky Atluri,Directing,2.9094
Christy Chung Lai-Tai,Acting,1.8234
Philip Baker Hall,Acting,1.5414
Jung Zi-so,Acting,2.1136
Karen Mok Man-Wai,Acting,1.849
Wu Junting,Acting,1.7437
Hirotaka Suzuoki,Acting,1.8602
Bae Doona,Acting,2.152
Won Jin-ah,Acting,1.6796
Jim Belushi,Acting,1.9814
Lakshmi,Acting,1.4201
Anjelica Huston,Acting,1.6564
Lai Weiming,Acting,1.9893
Suzuko Mimori,Acting,2.1608
Xu Ruohan,Acting,1.8882
David Cross,Acting,2.0736
Toby Kebbell,Acting,1.8347
Jeffrey Donovan,Acting,2.025
Marcia Gay Harden,Acting,1.6949
Varun Dhawan,Acting,1.9399
Ethan Juan,Acting,1.6907
Shunsuke Michieda,Acting,1.652
Beverly D'Angelo,Acting,1.6732
Seiichiro Yamashita,Acting,1.7641
Yumi Uchiyama,Acting,2.1243
Joan Cusack,Acting,2.0575
Ouardia Hamtouche,Acting,1.5543
Nam Ji-hyun,Acting,1.9246
Nadech Kugimiya,Acting,2.054
Lawrence Ng Kai-Wah,Acting,1.8315
Charlie Tahan,Acting,1.7489
Anne Dudek,Acting,1.8529
Candela García,Production,1.3098
Peter Cullen,Acting,1.9745
Gao Weiguang,Acting,1.9621
Prithviraj Sukumaran,Acting,1.8526
Maria Tung Ling,Acting,1.9309
Kaneto Shiozawa,Acting,1.9308
Edward Furlong,Acting,1.9298
Chae Soo-bin,Acting,1.9294
Jessica Stroup,Acting,1.9294
Judy Parfitt,Acting,1.9294
Show Hayami,Acting,1.9293
Naomie Harris,Acting,1.9288
Ricardo Homuth,Acting,1.9287
Mohammad Reyad,Acting,1.9283
Deborah Grover,Acting,1.9281
Sarah Chalke,Acting,1.928
Song Seung-heon,Acting,1.9279
Omar Sy,Acting,1.9278
Valeria Golino,Acting,1.9278
Gabriel Byrne,Acting,1.9269
John Logan,Writing,1.9269
Vincent Klyn,Acting,1.9267
Angeli Khang,Acting,1.9254
Yeom Hye-ran,Acting,1.9254
Shion Wakayama,Acting,1.956
Guo Xiaoting,Acting,1.8571
Jane Krakowski,Acting,1.8915
Tetsuro Tamba,Acting,1.8855
Mario Iván Martínez,Acting,1.1905
Linus Roache,Acting,1.7711
Uraz Kaygılaroğlu,Acting,1.809
Kim Ji-hoon,Acting,1.9623
Chiwetel Ejiofor,Acting,1.9644
Yuko Takeuchi,Acting,1.9374
Marin Ireland,Acting,1.8866
Tomoyo Kurosawa,Acting,1.806
Luc Besson,Writing,2.1222
Nanao,Acting,1.908
John Slattery,Acting,1.8803
Javon Walton,Acting,1.9891
Will Forte,Acting,1.9811
Phoebe Rex,Acting,2.1195
Madeleine Stowe,Acting,2.1236
Miguel Mora,Acting,2.143
Kaneto Shiozawa,Acting,1.9308
Edward Furlong,Acting,1.9298
Chae Soo-bin,Acting,1.9294
Jessica Stroup,Acting,1.9294
Judy Parfitt,Acting,1.9294
Show Hayami,Acting,1.9293
Naomie Harris,Acting,1.9288
Ricardo Homuth,Acting,1.9287
Mohammad Reyad,Acting,1.9283
Deborah Grover,Acting,1.9281
Sarah Chalke,Acting,1.928
Song Seung-heon,Acting,1.9279
Omar Sy,Acting,1.9278
Valeria Golino,Acting,1.9278
Gabriel Byrne,Acting,1.9269
John Logan,Writing,1.9269
Vincent Klyn,Acting,1.9267
Angeli Khang,Acting,1.9254
Yeom Hye-ran,Acting,1.9254
Kim Eui-sung,Acting,1.9623
Chad Michael Collins,Acting,1.9154
Dean Cain,Acting,1.9146
Camryn Manheim,Acting,1.9146
Aunjanue Ellis-Taylor,Acting,1.9144
Michael Angarano,Acting,1.9142
Yutaka Takenouchi,Acting,1.9139
Brad Garrett,Acting,1.9139
Junichi Okada,Acting,1.9138
Reza Rahadian,Acting,1.9133
Ariel Winter,Acting,1.9129
Nikki Reed,Acting,1.9127
Anna Chipovskaya,Acting,1.9126
Oded Fehr,Acting,1.9125
JoBeth Williams,Acting,1.9123
Linda Blair,Acting,1.9121
Kippei Shiina,Acting,1.912
Gideon Adlon,Acting,1.9114
Chafurin,Acting,1.9113
Jake Picking,Acting,1.9112
Im Soo-hyang,Acting,1.911
Im Soo-hyang,Acting,1.911
Ni Dahong,Acting,1.9107
Mary Lynn Rajskub,Acting,1.9105
Yusaku Yara,Acting,1.91
Cecilia Yip Tung,Acting,1.9096
William Feng,Acting,1.9094
Wyatt Russell,Acting,1.9092
Atsuko Asano,Acting,1.9092
Michele Reis,Acting,1.9088
Rica Matsumoto,Acting,1.9086
Anthony Jeselnik,Acting,1.9085
Kevin Yan,Acting,1.8928
Nanao,Acting,1.908
George López,Acting,1.9077
Kyoya Honda,Acting,1.9075
Ashley Scott,Acting,1.9073
Fumiyo Kohinata,Acting,1.9072
Elizabeth Lail,Acting,1.9071
Lauren Chapin,Acting,1.9071
Enrico Colantoni,Acting,1.9067
Giorgio A. Tsoukalos,Acting,1.7747
Cho Bo-ah,Acting,1.6773
Annabeth Gish,Acting,1.611
Ryan O'Neal,Acting,1.7249
Sissy Spacek,Acting,2.4285
Wendi McLendon-Covey,Acting,1.8034
Tyler Hoechlin,Acting,1.8463
Luke Bracey,Acting,1.6036
Hairi Katagiri,Acting,1.8378
Yui Natsukawa,Acting,2.2269
Ellen Pompeo,Acting,1.9657
Radha Mitchell,Acting,1.7126
Mark Cheng Ho-Nam,Acting,2.1006
Camille Guaty,Acting,1.8169
Eddy Ko Hung,Acting,1.9485
Masahiko Tsugawa,Acting,1.9414
Alina Boz,Acting,2.0519
Nobutoshi Canna,Acting,1.8731
Melissa Newman,Acting,1.3527
Isabelle Drummond,Acting,1.8288
Vincent Klyn,Acting,1.9267
Christopher Lambert,Acting,1.9852
Ryota Osaka,Acting,2.0302
Ryan Coogler,Directing,1.7077
Sydney Tamiia Poitier,Acting,1.8211
Sharon Small,Acting,2.1581
Tyler Posey,Acting,2.0812
Brianna Patterson,Costume & Make-Up,2.022
Yuko Ono,Acting,1.6316
Masaya Matsukaze,Acting,1.6337
Damon Herriman,Acting,1.6707
Roy Scheider,Acting,2.0209
Halston Sage,Acting,1.6746
Haruo Sotozaki,Directing,1.8925
Andres Muhlach,Acting,1.9658
Sung Dong-il,Acting,2.0971
Diedrich Bader,Acting,2.035
Ni Dahong,Acting,1.9107
Kana Kita,Acting,2.0545
Punyapat Wangpongsathaporn,Acting,1.9218
Alex Man Chi-Leung,Acting,1.9422
Angie Dickinson,Acting,1.942
Yahya Abdul-Mateen II,Acting,1.8355
Nathan Lee,Acting,1.7028
Sylvia Kristel,Acting,1.9413
Bonnie Bedelia,Acting,1.9413
Yume Miyamoto,Acting,1.7396
Marián Balog,Acting,0.7333
Nina Hoss,Acting,1.941
Natsumi Fujiwara,Acting,1.9823
Tony Hale,Acting,1.94
Chris Bauer,Acting,1.9399
Joji Yanami,Acting,1.9397
Souad Abdullah,Acting,1.7459
Ploi Horwang,Acting,1.7318
Tati Gabrielle,Acting,1.6567
Roy Cheung Yiu-Yeung,Acting,1.9387
Shozo Iizuka,Acting,1.8556
Misaki Suzuki,Acting,1.582
Jung Jin-young,Acting,1.5655
Jacob Batalon,Acting,2.0166
Josie Totah,Acting,2.0165
Akihisa Shiono,Acting,2.0164
Thuso Mbedu,Acting,2.0156
Laila Robins,Acting,2.0156
Yuko Natsuyoshi,Acting,2.0154
Clea DuVall,Acting,2.0151
Aslı Enver,Acting,2.0148
Anna Chlumsky,Acting,2.0148
Sümeyye Aydoğan,Acting,2.0144
Wang Xingwei,Acting,2.0144
Gabriele Muccino,Directing,2.0141
Atsuko Asano,Acting,2.0139
Brad Garrett,Acting,2.0138
Shun Horie,Acting,2.0136
Michelle Chen Yan-Hsi,Acting,2.0135
Gabrielle Anwar,Acting,2.0135
Drea De Matteo,Acting,2.0134
John Ritter,Acting,2.013
Bill Tung Biu,Acting,2.0124
César Évora Díaz,Acting,1.556
Jason Priestley,Acting,1.8547
Banyu Kencana,Acting,2.0109
Kazuo Funahashi,Writing,1.7687
Go Nagai,Writing,2.1107
Shahid Kapoor,Acting,1.7827
Julia Louis-Dreyfus,Acting,1.6708
He Changxi,Acting,1.9597
Lucia Bellini,Production,1.5874
Brandon Routh,Acting,1.7473
Daniel Lapaine,Acting,1.2406
Ran Masaki,Acting,1.7197
Ramón Rodríguez,Acting,1.5669
Leya Kırşan,Acting,1.6719
Kinji Fukasaku,Directing,1.7454
Tony Yang,Acting,1.6251
Melora Hardin,Acting,1.9828
Suraj Sharma,Acting,1.9639
Bruce Leung Siu-Lung,Acting,2.0079
Rumi Okubo,Acting,1.9695
Melora Hardin,Acting,1.9828
Suraj Sharma,Acting,1.9639
Bruce Leung Siu-Lung,Acting,2.0079
Rumi Okubo,Acting,1.9695
Jessica Stroup,Acting,1.9294
Nicholas Gonzalez,Acting,2.0614
Hazal Kaya,Acting,1.6051
Asaka Seto,Acting,1.9917
Hannah Dodd,Acting,1.503
Lana Parrilla,Acting,1.7338
Lynda Carter,Acting,2.1008
Damon Wayans Jr.,Acting,1.9343
Dean Cain,Acting,1.9146
Masatoshi Nagase,Acting,1.7937
Tobin Bell,Acting,1.9163
Danica McKellar,Acting,1.7347
Fran Landin,Acting,0.7301
Ryan Zheng,Acting,1.9028
Penn Badgley,Acting,1.7008
Kendra Anderson,Acting,2.0022
Pedro Armendáriz Jr.,Acting,1.8784
Ayasa Ito,Acting,1.878
Kyoko Hashimoto,Acting,1.8775
Han Jae-in,Acting,1.8772
Sümeyye Aydoğan,Acting,1.8772
Kim Nam-gil,Acting,1.877
Gillian Jacobs,Acting,1.877
Kyle Chandler,Acting,1.8766
Zoe Perry,Acting,1.8765
Yukie Nakama,Acting,1.8758
Hwang In-yeop,Acting,1.8757
Kanon Takao,Acting,1.8757
Phutharit Prombandal,Acting,1.8754
Irina Griga,Acting,1.8744
Haruka Fukuhara,Acting,1.6623
Ben Robson,Acting,1.8741
Kim Tae-hee,Acting,1.8741
Henry Fonda,Acting,1.8739
Keyvan Shahbazi,Acting,1.8736
Maribel Guardia,Acting,1.8736
Clémence Poésy,Acting,1.8736
Airi Shimizu,Acting,1.8734
Renate Reinsve,Acting,1.8734
Jennette McCurdy,Acting,1.8734
Jeff Fahey,Acting,1.8734
Nobutoshi Canna,Acting,1.8731
Nozomu Sasaki,Acting,1.873
Grace Lam Nga-Si,Acting,1.8719
Shunichi Toki,Acting,1.8718
Snoop Dogg,Acting,1.8715
Kamal Haasan,Acting,1.8713
Ranbir Kapoor,Acting,1.8713
Mark Pellegrino,Acting,1.8713
Yang Zi,Acting,1.8711
Hiroyuki Ikeuchi,Acting,1.8709
Jang Young-nam,Acting,1.8708
James Hong,Acting,1.8703
Wang Ziqi,Acting,1.87
Kazuki Kato,Acting,1.8699
L.Q. Jones,Acting,1.8699
Mari Tanaka,Acting,1.638
Marika Kouno,Acting,1.7164
Forrie J. Smith,Acting,1.9983
Elizabeth Saunders,Acting,2.0754
Jeanne Reynolds,Acting,1.9909
Hugh Bonneville,Acting,1.7458
Rainn Wilson,Acting,1.975
John Hughes,Writing,1.9503
Chiu Wai,Acting,2.0793
Kengo Kora,Acting,1.8061
Yeong Ah,Acting,1.6656
Mugi Kadowaki,Acting,1.8054
Koji Tamaki,Acting,1.792
Chen Fangtong,Acting,1.5781
Kohei Amasaki,Acting,2.0485
Farida Jalal,Acting,1.6791
Oh Jung-se,Acting,1.9883
Ben Mendelsohn,Acting,1.8999
Prince Grootboom,Acting,1.557
Akeno Watanabe,Acting,1.7405
Hideyoshi Kan,Acting,1.7245
Rina Honnizumi,Acting,1.5263
Qiu Dingjie,Acting,2.0197
Aleyna Solaker,Acting,1.7476
Meryem Uzerli,Acting,2.0305
Eve Harlow,Acting,1.9944
Julian Richings,Acting,1.8542
Clark Gregg,Acting,2.127
Ely Henry,Acting,1.7994
Kelly Preston,Acting,1.4904
Conan O'Brien,Acting,1.8226
Laura Benanti,Acting,1.8027
Addison Rae,Acting,1.7216
Claudia Echeverry,Acting,1.9855
Aya Yamane,Acting,1.8655
Riki Lindhome,Acting,1.6078
Sarah Silverman,Acting,2.0038
Stephen Moyer,Acting,1.9374
Yoko Maki,Acting,1.7279
Tong Dawei,Acting,2.092
Haruka Kasumi,Acting,1.693
Mikako Takahashi,Acting,1.8598
Kim Bodnia,Acting,1.8597
Kate Walsh,Acting,1.8594
Masako Ikeda,Acting,1.8591
Jack Klugman,Acting,1.8591
Jennifer Grey,Acting,1.8591
Gao Ye,Acting,1.8584
Sara Paxton,Acting,1.8584
Christopher Abbott,Acting,1.8581
Corteon Moore,Acting,1.858
Wen Qi,Acting,1.8578
Danny Griffin,Acting,1.8573
Tony Curtis,Acting,1.8573
Guo Xiaoting,Acting,1.8571
Taishi Takemoto,Acting,1.4176
Kim Ha-neul,Acting,1.8568
Lena Olin,Acting,1.8567
Ryo Narita,Acting,1.8564
Lucien Laviscount,Acting,1.8564
Rockmond Dunbar,Acting,1.8564
Edwige Fenech,Acting,1.8564
Kang Tae-oh,Acting,1.8559
Will Sharpe,Acting,1.8559
Terence Yin Chi-Wai,Acting,1.8558
Shozo Iizuka,Acting,1.8556
Miho Okasaki,Acting,1.8555
Jason Priestley,Acting,1.8547
Ryoko Shiraishi,Acting,1.8546
Julian Richings,Acting,1.8542
Unsho Ishizuka,Acting,1.8534
Margery Simkin,Production,1.8534
Cai Wenjing,Acting,1.8533
Ryu Soo-young,Acting,1.8532
Peter O'Toole,Acting,1.8532
Marilyn Monroe,Acting,1.8531
Anne Dudek,Acting,1.8529
Jason Alexander,Acting,1.8528
Caleb Ellsworth-Clark,Acting,1.8527
Prithviraj Sukumaran,Acting,1.8526
Jack Lemmon,Acting,1.9751
Yoon Chan-young,Acting,1.975
Steve Martin,Acting,1.9745
Kyoko Koizumi,Acting,1.9744
Dayo Wong Chi-Wah,Acting,1.9743
Jaimie Alexander,Acting,1.9737
Wakana Yamazaki,Acting,1.9733
Carlos Rivas,Acting,1.9731
Jun Fubuki,Acting,1.9729
Haru Kuroki,Acting,1.9728
Liam Cunningham,Acting,1.9728
Josh Charles,Acting,1.9728
Ben Schwartz,Acting,1.9727
Justine Lupe,Acting,1.9724
Kelli Berglund,Acting,1.972
Bosco Wong Chung-Chak,Acting,1.9719
Anjaylia Chan,Acting,1.9718
Manami Hashimoto,Acting,1.9711
Clu Gulager,Acting,1.9706
Bob Gunton,Acting,1.9705
Kate Vernon,Acting,1.8478
Richard Chamberlain,Acting,1.8476
Rene Russo,Acting,1.8473
Shun Horie,Acting,1.8469
Zhang Hanyu,Acting,1.8469
Kaoru Kobayashi,Acting,1.8469
Albert B,Acting,1.8465
Kongpob Jirojmontri,Acting,1.8464
Tyler Hoechlin,Acting,1.8463
Romain Gavras,Directing,1.8448
Genelia D'Souza,Acting,1.8446
Tyler Perry,Acting,1.8444
James Purefoy,Acting,1.844
Sharla Cheung,Acting,1.8439
Riho Sugiyama,Acting,1.8438
Asami Usuda,Acting,1.8436
Freddie Prinze Jr.,Acting,1.8436
Maksim Drozd,Acting,1.8435
Dev,Acting,1.8426
Denis Lill,Acting,1.8422
Takahisa Zeze,Directing,1.8421
Hina Kino,Acting,1.842
Aoi Koga,Acting,1.8418
Carol Cheng,Acting,1.8413
Dex,Acting,1.8412
S. J. Suryah,Acting,1.8412
A.J. Buckley,Acting,1.8411
Redford White,Acting,1.841
Mai Kadowaki,Acting,1.841
Daniel Padilla,Acting,1.8402
Justina Machado,Acting,1.8399
Kelsey Mann,Directing,1.8394
Dave Foley,Acting,1.8394
Rudy Pankow,Acting,1.8392
Mireille Enos,Acting,1.8388
Scoot McNairy,Acting,1.8388
Justin Bieber,Acting,1.8385
Kim Novak,Acting,1.8384
Kerry Bishé,Acting,1.8383
Kelly Lin Hsi-Lei,Acting,1.8382
Joanna Lumley,Acting,1.8381
Esmé Bianco,Acting,1.838
Chazz Palminteri,Acting,1.8379
Ari Ozawa,Acting,1.6292
Hairi Katagiri,Acting,1.8378
Anil Kapoor,Acting,1.8375
Chiang Sheng,Acting,1.8369
Joe Carnahan,Writing,1.8369
Nikita Mao,Acting,1.8367
Maiko Yamada,Acting,1.8361
Haru Kuroki,Acting,1.8361
Bud Spencer,Acting,1.8361
Kikunosuke Toya,Acting,1.8359
Maïwenn,Acting,1.8359
Hwang Jang-Lee,Acting,1.8357
Yuria Hidaka,Acting,1.8356
Yahya Abdul-Mateen II,Acting,1.8355
Lin Yi,Acting,1.8351
Andrew Lin Hoi,Acting,1.835
Eugene Levy,Acting,1.835
Simona Tabasco,Acting,1.6642
Mira Sorvino,Acting,2.0144
John Heard,Acting,1.6186
Marian Rivera,Acting,1.7231
Kirk Acevedo,Acting,1.816
Alisa Priznyakova,Acting,1.5621
Tahar Rahim,Acting,2.0475
Kazeem Famuyide,Acting,0.7983
Go Kyung-pyo,Acting,1.8817
Mina Asami,Acting,1.4413
Bae Na-ra,Acting,1.5768
Juliet Mills,Acting,1.4443
Riley Keough,Acting,1.5846
Dylan Walsh,Acting,1.4947
Marilyn Monroe,Acting,1.8531
Priah Ferguson,Acting,1.9064
Rainy Zhang,Acting,1.7153
Govinda,Acting,1.4767
Nikki McChristie,Editing,1.9559
Kelly Rowland,Acting,1.7995
Drea De Matteo,Acting,1.8308
Hilarie Burton,Acting,1.8307
Jon Gries,Acting,1.8307
Dean Stockwell,Acting,1.8307
Riisa Naka,Acting,1.8301
Law Kar-Ying,Acting,1.8297
Mina Tominaga,Acting,1.8297
Peng Yuchang,Acting,1.8296
Jack Davenport,Acting,1.8295
Tinnu Anand,Acting,1.8293
Carolyn Jones,Acting,1.8292
Robert Englund,Acting,1.8291
Liza Minnelli,Acting,1.829
Justin Chambers,Acting,1.829
Barbra Streisand,Acting,1.829
Jim Parsons,Acting,1.8289
Liu Haoran,Acting,1.8288
Archie Panjabi,Acting,1.8288
Isabelle Drummond,Acting,1.8288
Meisa Kuroki,Acting,1.8287
Panachai Sriariyarungruang,Acting,1.7967
Fran Drescher,Acting,1.8318
James Gandolfini,Acting,2.1242
Tiffany Grey,Acting,1.5604
Natalie Martinez,Acting,2.0296
Jason Flemyng,Acting,1.6678
Michael Nouri,Acting,1.8503
Cho Yi-hyun,Acting,1.8196
David McCallum,Acting,1.9545
Peter Gallagher,Acting,1.6782
Shelley Long,Acting,1.6149
Maya Erskine,Acting,1.6226
Daisuke Gori,Acting,1.639
Kim Bodnia,Acting,1.8597
Pınar Deniz,Acting,1.5834
Beth Grant,Acting,1.6979
Sam Witwer,Acting,1.971
Edward Burns,Acting,1.5156
Patrick Heinrich,Acting,1.2615
Minori Chihara,Acting,1.5777
Jesse Spencer,Acting,1.966
Izumi Shima,Acting,1.7375
Danny Lau Dan,Acting,1.9191
Kiyono Yasuno,Acting,1.5961
Mayumi Hirota,Visual Effects,1.9466
Sara Paxton,Acting,1.8584
Yuta Kanai,Acting,1.7327
Bella Ramsey,Acting,2.0806
Thea Sofie Loch Næss,Acting,1.8077
Nestor Carbonell,Acting,1.7914
Eugene Levy,Acting,1.835
Wyatt Russell,Acting,1.9092
Seth Gabel,Acting,1.8491
Samantha Bond,Acting,1.7673
Kong Xue'er,Acting,2.6537
Audrey Fleurot,Acting,1.7283
Rachel Nichols,Acting,2.126
Rui Kiriyama,Acting,1.9903
Xiong Xinxin,Acting,1.652
Norman Tsui Siu-Keung,Acting,1.8661
Sofia Pernas,Acting,1.8496
Ayumi Kinoshita,Acting,1.782
Wayne Knight,Acting,1.5406
Jodie Comer,Acting,1.9406
Kumiko Watanabe,Acting,1.9192
Ryoko Shiraishi,Acting,1.8546
Lee Min-jae,Acting,2.0051
Chiyoko Kawashima,Acting,1.6604
Raymond Burr,Acting,2.2297
Anne Suzuki,Acting,1.9964
Kamal Haasan,Acting,1.8713
Ethan Embry,Acting,1.6421
Yahya Abdul-Mateen II,Acting,1.8355
Nathan Lee,Acting,1.7028
Sylvia Kristel,Acting,1.9413
Yume Miyamoto,Acting,1.7396
Shraddha Kapoor,Acting,1.9823
Marián Balog,Acting,0.7333
Mitsuko Baisho,Acting,1.7968
Enes Koçak,Acting,1.7667
Yerin Ha,Acting,1.8159
Chiaki Takahashi,Acting,1.8159
Mike Vogel,Acting,1.8153
Karan Johar,Production,1.8149
Clu Gulager,Acting,1.8147
David Caruso,Acting,1.8146
Choi Won-young,Acting,1.8143
Gonca Vuslateri,Acting,1.8143
Olivia Munn,Acting,1.8138
Lee Yi-kyung,Acting,1.8137
Aisha Tyler,Acting,1.8137
Jung Woo-sung,Acting,1.8136
Oh Dal-su,Acting,1.8135
Tony Todd,Acting,1.8134
Frances Conroy,Acting,1.8134
John Ritter,Acting,1.8133
Ibuki Kido,Acting,1.8129
Crystle Stewart,Acting,1.8125
Rip Torn,Acting,1.812
Kirstie Alley,Acting,1.8118
Park Hae-joon,Acting,1.8117
Eric McCormack,Acting,1.8112
Fernando Lindez,Acting,1.811
Dominique Davray,Acting,1.8109
Haruma Miura,Acting,1.8108
Anthony Edwards,Acting,1.8106
Nathan Mitchell,Acting,1.8101
Park Ji-hu,Acting,1.81
Akiko Hiramatsu,Acting,1.81
Manny Jacinto,Acting,1.8099
Anna Maxwell Martin,Acting,1.8099
Anthony Ramos,Acting,1.8098
Lee Kyung-young,Acting,1.8098
LaRoyce Hawkins,Acting,1.8097
Lady Gaga,Acting,1.8095
Peter Chan Ho-Sun,Directing,1.8092
Uraz Kaygılaroğlu,Acting,1.809
Adam Cheng Siu-Chow,Acting,1.8088
John Saxon,Acting,1.8088
Xolo Maridueña,Acting,1.8085
Kim Joo-ryoung,Acting,1.6371
Dev,Acting,1.8426
Patrick Labyorteaux,Acting,1.6362
Kenan Thompson,Acting,1.7206
Nanako Matsushima,Acting,1.8266
Jeon Jong-seo,Acting,2.1405
Athena Karkanis,Acting,1.4554
Cha Joo-young,Acting,1.6776
David Krumholtz,Acting,1.8287
Amy Madigan,Acting,1.7883
Alexandra Shipp,Acting,1.5044
Dominique Davray,Acting,1.8109
Ha Jin,Acting,1.8221
Bill Cobbs,Acting,1.5522
Hideaki Ito,Acting,1.8999
Zach Braff,Acting,1.7254
Ray Winstone,Acting,1.9764
Edward Furlong,Acting,1.9298
Mari Natsuki,Acting,1.8964
Archie Panjabi,Acting,1.8288
Etsuko Kozakura,Acting,1.8051
Kelli Berglund,Acting,1.805
Kaoru Sakurako,Acting,1.8048
Janet Jackson,Acting,1.8042
Karisma Kapoor,Acting,1.804
Lucifer Valentine,Directing,1.8036
Wendi McLendon-Covey,Acting,1.8034
Angélica María,Acting,1.803
Victor Garber,Acting,1.803
Gavin Casalegno,Acting,1.8029
Doug Savant,Acting,1.8028
Gloria Stuart,Acting,1.8028
Laura Benanti,Acting,1.8027
Alexander Siddig,Acting,1.8022
Gigi Lai Chi,Acting,1.8021
Joe Manganiello,Acting,1.8021
Cooper Barnes,Acting,1.8016
Hayato Isomura,Acting,1.8006
Shin Min-a,Acting,1.8004
Kanji Tsuda,Acting,1.8001
Bud Spencer,Acting,1.8361
Jason Alexander,Acting,1.8528
Janine Chang Chun-Ning,Acting,1.6768
Ike Barinholtz,Acting,2.1223
Michiel Huisman,Acting,1.6262
Carolina Ramírez,Acting,3.3948
Kim Eui-sung,Acting,1.9623
Michiko Neya,Acting,1.7254
Albert Brooks,Directing,1.6944
Nana Seino,Acting,1.8601
Kazu Itsuki,Acting,1.868
Werner Herzog,Directing,1.8245
Rex Linn,Acting,1.739
Nam Joo-hyuk,Acting,1.8484
Mark-Paul Gosselaar,Acting,1.7067
Jaeden Martell,Acting,1.7224
Mia Kirshner,Acting,1.671
Aya Ueto,Acting,1.6139
Harry Lloyd,Acting,1.8175
Richard Brake,Acting,1.8875
Jeremy Sisto,Acting,1.647
